Starting training for 200 epochs...
Total batches per epoch: 1299
Using device: mps

Epoch [1/200]
  Batch [0/1299] D_loss: -2.1530, G_loss: 1.0039
  Batch [110/1299] D_loss: -0.5938, G_loss: 0.5881
  Batch [120/1299] D_loss: -0.1892, G_loss: 0.4117
  Batch [130/1299] D_loss: -0.4466, G_loss: 0.1893
  Batch [140/1299] D_loss: -0.2264, G_loss: 0.1793
  Batch [150/1299] D_loss: -0.3744, G_loss: 0.4904
  Batch [160/1299] D_loss: -0.2797, G_loss: 0.5169
  Batch [170/1299] D_loss: -0.2562, G_loss: -0.1446
  Batch [180/1299] D_loss: -0.3445, G_loss: 0.0982
  Batch [190/1299] D_loss: -0.2992, G_loss: 0.0266
  Batch [200/1299] D_loss: -0.4023, G_loss: -0.3279
  Batch [210/1299] D_loss: -0.3405, G_loss: 0.9313
  Batch [220/1299] D_loss: -0.5705, G_loss: -0.5854
  Batch [230/1299] D_loss: -0.4222, G_loss: 0.7172
  Batch [240/1299] D_loss: -0.6714, G_loss: -0.8721
  Batch [250/1299] D_loss: -0.2986, G_loss: 0.6909
  Batch [260/1299] D_loss: -0.4026, G_loss: -0.6080
  Batch [270/1299] D_loss: -0.0985, G_loss: -0.5025
  Batch [280/1299] D_loss: -0.2886, G_loss: -0.8010
  Batch [290/1299] D_loss: -0.3490, G_loss: 0.4210
  Batch [300/1299] D_loss: -0.3265, G_loss: 0.1756
  Batch [310/1299] D_loss: -0.2678, G_loss: 0.8030
  Batch [320/1299] D_loss: -0.4771, G_loss: 0.5093
  Batch [330/1299] D_loss: -0.1774, G_loss: -1.0463
  Batch [340/1299] D_loss: -0.3937, G_loss: 0.1309
  Batch [350/1299] D_loss: -0.4383, G_loss: 0.4638
  Batch [360/1299] D_loss: -0.2880, G_loss: -0.5794
  Batch [370/1299] D_loss: -0.3242, G_loss: 0.1747
  Batch [380/1299] D_loss: 0.2562, G_loss: 0.2193
  Batch [390/1299] D_loss: -0.2448, G_loss: -0.1328
  Batch [400/1299] D_loss: -0.4455, G_loss: -0.6314
  Batch [410/1299] D_loss: -0.2366, G_loss: 0.5149
  Batch [420/1299] D_loss: -0.3988, G_loss: 0.3314
  Batch [430/1299] D_loss: -0.4895, G_loss: 0.3356
  Batch [440/1299] D_loss: -0.3763, G_loss: 0.3727
  Batch [450/1299] D_loss: -0.1740, G_loss: 0.1733
  Batch [460/1299] D_loss: -0.2127, G_loss: 0.0815
  Batch [470/1299] D_loss: -0.6890, G_loss: -0.5424
  Batch [480/1299] D_loss: -0.9025, G_loss: -1.3540
  Batch [490/1299] D_loss: -0.2590, G_loss: 0.2297
  Batch [500/1299] D_loss: -0.2439, G_loss: -0.0053
  Batch [510/1299] D_loss: -0.6708, G_loss: 0.8456
  Batch [520/1299] D_loss: -0.4047, G_loss: 0.8438
  Batch [530/1299] D_loss: -0.9903, G_loss: -1.1987
  Batch [540/1299] D_loss: 0.0756, G_loss: 1.3104
  Batch [550/1299] D_loss: -0.6601, G_loss: 1.0895
  Batch [560/1299] D_loss: -0.5349, G_loss: -0.1326
  Batch [570/1299] D_loss: -0.3651, G_loss: -1.2803
  Batch [580/1299] D_loss: -0.2574, G_loss: 0.9591
  Batch [590/1299] D_loss: -0.2955, G_loss: 0.6622
  Batch [600/1299] D_loss: -0.3272, G_loss: 0.3695
  Batch [610/1299] D_loss: -0.8159, G_loss: -1.2464
  Batch [620/1299] D_loss: -0.3686, G_loss: 0.9994
  Batch [630/1299] D_loss: -0.3821, G_loss: 0.7418
  Batch [640/1299] D_loss: -0.6554, G_loss: 0.2839
  Batch [650/1299] D_loss: -0.6446, G_loss: -1.1168
  Batch [660/1299] D_loss: -0.1829, G_loss: 0.3776
  Batch [670/1299] D_loss: -0.4904, G_loss: 0.3240
  Batch [680/1299] D_loss: -0.1719, G_loss: -0.4241
  Batch [690/1299] D_loss: -0.6295, G_loss: -0.6491
  Batch [700/1299] D_loss: -0.2598, G_loss: 0.7780
  Batch [710/1299] D_loss: -0.8401, G_loss: 0.3709
  Batch [720/1299] D_loss: -0.2441, G_loss: -0.7018
  Batch [730/1299] D_loss: -0.2587, G_loss: -0.2098
  Batch [740/1299] D_loss: -0.3232, G_loss: 1.2988
  Batch [750/1299] D_loss: -0.2617, G_loss: 0.3526
  Batch [760/1299] D_loss: -0.4967, G_loss: -0.8956
  Batch [770/1299] D_loss: -0.5088, G_loss: -1.7126
  Batch [780/1299] D_loss: -0.0589, G_loss: -0.9761
  Batch [790/1299] D_loss: -0.2294, G_loss: 0.7057
  Batch [800/1299] D_loss: -0.2634, G_loss: 0.5956
  Batch [810/1299] D_loss: -0.2082, G_loss: 0.4576
  Batch [820/1299] D_loss: -0.9375, G_loss: -1.4236
  Batch [830/1299] D_loss: -0.0355, G_loss: 0.1922
  Batch [840/1299] D_loss: -0.6398, G_loss: -0.5120
  Batch [850/1299] D_loss: -0.3351, G_loss: -0.6282
  Batch [860/1299] D_loss: -0.4145, G_loss: 0.2481
  Batch [870/1299] D_loss: -0.2912, G_loss: -1.0089
  Batch [880/1299] D_loss: -0.4945, G_loss: 0.8890
  Batch [890/1299] D_loss: -0.2302, G_loss: 0.5305
  Batch [900/1299] D_loss: -0.3510, G_loss: -0.7875
  Batch [910/1299] D_loss: -0.1790, G_loss: 0.1862
  Batch [920/1299] D_loss: -0.1285, G_loss: -1.4293
  Batch [930/1299] D_loss: -0.3772, G_loss: 0.0624
  Batch [940/1299] D_loss: -0.5145, G_loss: -0.4606
  Batch [950/1299] D_loss: -0.3597, G_loss: 0.7486
  Batch [960/1299] D_loss: -0.0510, G_loss: -0.7762
  Batch [970/1299] D_loss: -1.1116, G_loss: 1.4115
  Batch [980/1299] D_loss: -0.4799, G_loss: -0.0883
  Batch [990/1299] D_loss: -0.0420, G_loss: -0.8743
  Batch [1000/1299] D_loss: -0.3709, G_loss: -0.8591
  Batch [1010/1299] D_loss: -0.3644, G_loss: 0.7174
  Batch [1020/1299] D_loss: -0.2321, G_loss: 0.1983
  Batch [1030/1299] D_loss: -0.3381, G_loss: -0.5725
  Batch [1040/1299] D_loss: -0.4650, G_loss: -0.3940
  Batch [1050/1299] D_loss: -0.1434, G_loss: -1.0990
  Batch [1060/1299] D_loss: -0.1446, G_loss: 0.8326
  Batch [1070/1299] D_loss: -0.5154, G_loss: -1.0423
  Batch [1080/1299] D_loss: -0.1900, G_loss: 0.5422
  Batch [1090/1299] D_loss: -0.4303, G_loss: 0.1464
  Batch [1100/1299] D_loss: -0.2991, G_loss: -0.5560
  Batch [1110/1299] D_loss: -0.2416, G_loss: 0.3483
  Batch [1120/1299] D_loss: -0.3661, G_loss: -0.6236
  Batch [1130/1299] D_loss: -0.5318, G_loss: 0.7330
  Batch [1140/1299] D_loss: -0.2625, G_loss: 0.1548
  Batch [1150/1299] D_loss: -0.2210, G_loss: 0.7944
  Batch [1160/1299] D_loss: -0.5988, G_loss: 0.1036
  Batch [1170/1299] D_loss: -0.2322, G_loss: 0.2018
  Batch [1180/1299] D_loss: -0.4498, G_loss: -0.8454
  Batch [1190/1299] D_loss: -0.0640, G_loss: -0.0592
  Batch [1200/1299] D_loss: -0.2440, G_loss: 0.9268
  Batch [1210/1299] D_loss: -0.3004, G_loss: -0.5258
  Batch [1220/1299] D_loss: -0.0655, G_loss: 0.0648
  Batch [1230/1299] D_loss: -0.2617, G_loss: 0.1019
  Batch [1240/1299] D_loss: -0.2337, G_loss: -0.9062
  Batch [1250/1299] D_loss: -0.4739, G_loss: 0.2918
  Batch [1260/1299] D_loss: -0.2801, G_loss: -0.1422
  Batch [1270/1299] D_loss: -0.5908, G_loss: -0.3410
  Batch [1280/1299] D_loss: -0.3186, G_loss: -0.0484
  Batch [1290/1299] D_loss: -0.6140, G_loss: 0.0705

Epoch 47 Summary:
  Average D_loss: -0.1826
  Average G_loss: 0.0098

Epoch [48/200]
  Batch [0/1299] D_loss: -0.7064, G_loss: 0.4167
  Batch [10/1299] D_loss: -0.3786, G_loss: -0.6752
  Batch [20/1299] D_loss: -0.0579, G_loss: 0.4674
  Batch [30/1299] D_loss: -0.2770, G_loss: 0.2094
  Batch [40/1299] D_loss: -0.7514, G_loss: -0.7009
  Batch [50/1299] D_loss: -0.4165, G_loss: 0.1313
  Batch [60/1299] D_loss: -0.4390, G_loss: 1.6353
  Batch [70/1299] D_loss: -0.3053, G_loss: -0.3598
  Batch [80/1299] D_loss: -0.3252, G_loss: 0.3699
  Batch [90/1299] D_loss: -0.3608, G_loss: -0.2735
  Batch [100/1299] D_loss: -0.4434, G_loss: 0.5484
  Batch [110/1299] D_loss: -0.3734, G_loss: 0.9216
  Batch [120/1299] D_loss: -0.4505, G_loss: -0.2265
  Batch [130/1299] D_loss: -0.4401, G_loss: 0.4695
  Batch [140/1299] D_loss: -0.3112, G_loss: 0.4183
  Batch [150/1299] D_loss: -0.1364, G_loss: -0.2608
  Batch [160/1299] D_loss: -0.2633, G_loss: -0.0146
  Batch [170/1299] D_loss: -0.4585, G_loss: -1.0814
  Batch [180/1299] D_loss: -0.6490, G_loss: 0.8230
  Batch [190/1299] D_loss: -0.4505, G_loss: 0.8276
  Batch [200/1299] D_loss: -0.1787, G_loss: -1.0241
  Batch [210/1299] D_loss: -0.1523, G_loss: -0.0145
  Batch [220/1299] D_loss: -0.4085, G_loss: 1.0468
  Batch [230/1299] D_loss: -0.2748, G_loss: 0.0621
  Batch [240/1299] D_loss: -0.2830, G_loss: 1.1791
  Batch [250/1299] D_loss: -0.2434, G_loss: -0.7722
  Batch [260/1299] D_loss: -0.4452, G_loss: -1.1858
  Batch [270/1299] D_loss: -0.5235, G_loss: 0.9057
  Batch [280/1299] D_loss: -0.4158, G_loss: 0.3357
  Batch [290/1299] D_loss: 0.0724, G_loss: -0.3265
  Batch [300/1299] D_loss: -0.3492, G_loss: 0.5661
  Batch [310/1299] D_loss: -0.3295, G_loss: 0.5381
  Batch [320/1299] D_loss: -0.3325, G_loss: 0.3768
  Batch [330/1299] D_loss: -0.7138, G_loss: 0.8970
  Batch [340/1299] D_loss: -0.2907, G_loss: -0.5364
  Batch [350/1299] D_loss: -0.3588, G_loss: -0.7567
  Batch [360/1299] D_loss: -0.6613, G_loss: -0.9166
  Batch [370/1299] D_loss: -0.3388, G_loss: -0.0497
  Batch [380/1299] D_loss: -0.6048, G_loss: -0.0863
  Batch [390/1299] D_loss: -0.1193, G_loss: 0.0502
  Batch [400/1299] D_loss: -0.4291, G_loss: -0.3047
  Batch [410/1299] D_loss: -0.1898, G_loss: -1.4904
  Batch [420/1299] D_loss: -0.2772, G_loss: -1.3226
  Batch [430/1299] D_loss: -0.1639, G_loss: -0.0648
  Batch [440/1299] D_loss: -0.1402, G_loss: 0.9561
  Batch [450/1299] D_loss: -0.1406, G_loss: 0.2965
  Batch [460/1299] D_loss: -0.3259, G_loss: 0.1792
  Batch [470/1299] D_loss: -0.2290, G_loss: 0.1595
  Batch [480/1299] D_loss: -0.1911, G_loss: 1.0678
  Batch [490/1299] D_loss: -0.3471, G_loss: -0.3524
  Batch [500/1299] D_loss: -0.1786, G_loss: -0.3266
  Batch [510/1299] D_loss: -0.2011, G_loss: -0.9298
  Batch [520/1299] D_loss: -0.5275, G_loss: 0.5832
  Batch [530/1299] D_loss: -0.4619, G_loss: -0.1222
  Batch [540/1299] D_loss: -0.2575, G_loss: -0.6738
  Batch [550/1299] D_loss: -0.3039, G_loss: 0.2110
  Batch [560/1299] D_loss: -0.5658, G_loss: -0.1509
  Batch [570/1299] D_loss: -0.1130, G_loss: -0.4863
  Batch [580/1299] D_loss: -0.4892, G_loss: 0.5981
  Batch [590/1299] D_loss: -0.6907, G_loss: -0.8477
  Batch [600/1299] D_loss: -0.2744, G_loss: -0.7916
  Batch [610/1299] D_loss: -0.4702, G_loss: 0.4836
  Batch [620/1299] D_loss: -0.2950, G_loss: 0.0921
  Batch [630/1299] D_loss: -0.4907, G_loss: 0.6352
  Batch [640/1299] D_loss: -0.4366, G_loss: 0.6455
  Batch [650/1299] D_loss: -0.2974, G_loss: -0.3347
  Batch [660/1299] D_loss: -0.2706, G_loss: 0.5124
  Batch [670/1299] D_loss: -0.3513, G_loss: -0.0589
  Batch [680/1299] D_loss: -0.1559, G_loss: 0.2900
  Batch [690/1299] D_loss: -0.2823, G_loss: -0.1403
  Batch [700/1299] D_loss: -0.4666, G_loss: 0.4803
  Batch [710/1299] D_loss: -0.5538, G_loss: -1.6180
  Batch [720/1299] D_loss: -0.4372, G_loss: 1.7377
  Batch [730/1299] D_loss: -0.3394, G_loss: -0.9292
  Batch [740/1299] D_loss: -0.4779, G_loss: -0.8673
  Batch [750/1299] D_loss: -0.3123, G_loss: -1.0065
  Batch [760/1299] D_loss: -0.3921, G_loss: 0.9422
  Batch [770/1299] D_loss: -0.2027, G_loss: -0.3092
  Batch [780/1299] D_loss: -0.6245, G_loss: -1.2762
  Batch [790/1299] D_loss: -0.2427, G_loss: 0.3772
  Batch [800/1299] D_loss: -0.4855, G_loss: -0.7037
  Batch [810/1299] D_loss: -0.2749, G_loss: 1.1316
  Batch [820/1299] D_loss: -0.5335, G_loss: 0.7589
  Batch [830/1299] D_loss: 0.0477, G_loss: -0.6844
  Batch [840/1299] D_loss: -0.2068, G_loss: 0.1397
  Batch [850/1299] D_loss: -0.9583, G_loss: -1.3486
  Batch [860/1299] D_loss: -0.2861, G_loss: 0.0734
  Batch [870/1299] D_loss: -0.2625, G_loss: 0.1946
  Batch [880/1299] D_loss: -0.3343, G_loss: -0.7586
  Batch [890/1299] D_loss: -0.3990, G_loss: 1.0127
  Batch [900/1299] D_loss: -0.3222, G_loss: -0.1231
  Batch [910/1299] D_loss: 0.0433, G_loss: -0.8476
  Batch [920/1299] D_loss: -0.2777, G_loss: 1.8038
  Batch [930/1299] D_loss: -0.2054, G_loss: -0.1973
  Batch [940/1299] D_loss: -0.1937, G_loss: -0.7725
  Batch [950/1299] D_loss: -0.4118, G_loss: -0.4828
  Batch [960/1299] D_loss: -0.6228, G_loss: 1.5442
  Batch [970/1299] D_loss: -0.3416, G_loss: -0.4732
  Batch [980/1299] D_loss: 0.0214, G_loss: -0.8194
  Batch [990/1299] D_loss: -0.3215, G_loss: -0.2069
  Batch [1000/1299] D_loss: -0.1313, G_loss: 0.0473
  Batch [1010/1299] D_loss: 0.0599, G_loss: 0.3585
  Batch [1020/1299] D_loss: -0.2990, G_loss: -0.8613
  Batch [1030/1299] D_loss: -0.1867, G_loss: 0.3077
  Batch [1040/1299] D_loss: -0.1515, G_loss: 0.0614
  Batch [1050/1299] D_loss: -0.0953, G_loss: -0.2711
  Batch [1060/1299] D_loss: -0.2802, G_loss: 0.0001
  Batch [1070/1299] D_loss: -0.2448, G_loss: -0.3785
  Batch [1080/1299] D_loss: -0.3858, G_loss: 0.8554
  Batch [1090/1299] D_loss: -0.2880, G_loss: 0.9110
  Batch [1100/1299] D_loss: -0.3074, G_loss: -0.2520
  Batch [1110/1299] D_loss: -0.5734, G_loss: -0.9012
  Batch [1120/1299] D_loss: -0.8357, G_loss: 0.6969
  Batch [1130/1299] D_loss: -0.2397, G_loss: -0.5515
  Batch [1140/1299] D_loss: -0.3228, G_loss: 1.3374
  Batch [1150/1299] D_loss: -0.6275, G_loss: -0.3814
  Batch [1160/1299] D_loss: -0.3465, G_loss: 0.1739
  Batch [1170/1299] D_loss: -0.0536, G_loss: -0.7015
  Batch [1180/1299] D_loss: -0.4507, G_loss: 0.6261
  Batch [1190/1299] D_loss: -0.3304, G_loss: 0.9629
  Batch [1200/1299] D_loss: -0.3582, G_loss: -1.3615
  Batch [1210/1299] D_loss: -0.1129, G_loss: 0.8592
  Batch [1220/1299] D_loss: -0.4657, G_loss: 0.4304
  Batch [1230/1299] D_loss: -0.5582, G_loss: 0.2722
  Batch [1240/1299] D_loss: -0.2233, G_loss: -1.6241
  Batch [1250/1299] D_loss: -0.2739, G_loss: -0.4450
  Batch [1260/1299] D_loss: -0.1997, G_loss: -0.8352
  Batch [1270/1299] D_loss: -0.2003, G_loss: -0.4416
  Batch [1280/1299] D_loss: -0.2211, G_loss: 1.6525
  Batch [1290/1299] D_loss: -0.3937, G_loss: 0.5545

Epoch 48 Summary:
  Average D_loss: -0.1771
  Average G_loss: 0.0115

Epoch [49/200]
  Batch [0/1299] D_loss: -0.2748, G_loss: 0.4069
  Batch [10/1299] D_loss: -0.7048, G_loss: -0.5206
  Batch [20/1299] D_loss: -0.1338, G_loss: -0.0614
  Batch [30/1299] D_loss: -0.3848, G_loss: 0.6343
  Batch [40/1299] D_loss: -0.3652, G_loss: -0.5611
  Batch [50/1299] D_loss: -0.1370, G_loss: 0.1576
  Batch [60/1299] D_loss: -0.3197, G_loss: -1.7096
  Batch [70/1299] D_loss: -0.0933, G_loss: -0.9051
  Batch [80/1299] D_loss: -0.1957, G_loss: -0.6359
  Batch [90/1299] D_loss: -0.3028, G_loss: 1.1944
  Batch [100/1299] D_loss: -0.3171, G_loss: 0.4298
  Batch [110/1299] D_loss: -0.2922, G_loss: 0.8643
  Batch [120/1299] D_loss: -0.3786, G_loss: 0.2551
  Batch [130/1299] D_loss: -0.1383, G_loss: 0.0319
  Batch [140/1299] D_loss: -0.5784, G_loss: -0.6697
  Batch [150/1299] D_loss: -0.3830, G_loss: 0.5731
  Batch [160/1299] D_loss: -0.1764, G_loss: 0.3606
  Batch [170/1299] D_loss: -0.4593, G_loss: -0.6954
  Batch [180/1299] D_loss: -0.4627, G_loss: 1.0799
  Batch [190/1299] D_loss: -0.9757, G_loss: 0.3630
  Batch [200/1299] D_loss: -0.3569, G_loss: -0.9383
  Batch [210/1299] D_loss: -0.4858, G_loss: 1.1935
  Batch [220/1299] D_loss: -0.6788, G_loss: -0.6648
  Batch [230/1299] D_loss: -0.1886, G_loss: -0.2354
  Batch [240/1299] D_loss: -0.3220, G_loss: 0.1370
  Batch [250/1299] D_loss: -0.6791, G_loss: -0.3696
  Batch [260/1299] D_loss: -0.7467, G_loss: -0.6375
  Batch [270/1299] D_loss: -0.2337, G_loss: -0.0099
  Batch [280/1299] D_loss: -0.2534, G_loss: 0.5885
  Batch [290/1299] D_loss: -0.4070, G_loss: 0.7349
  Batch [300/1299] D_loss: -0.4117, G_loss: 0.3560
  Batch [310/1299] D_loss: -0.2716, G_loss: -1.2241
  Batch [320/1299] D_loss: -0.4832, G_loss: 0.7034
  Batch [330/1299] D_loss: -0.2715, G_loss: -0.8906
  Batch [340/1299] D_loss: -0.3380, G_loss: 1.5667
  Batch [350/1299] D_loss: -0.4209, G_loss: -0.7671
  Batch [360/1299] D_loss: -0.1476, G_loss: 0.3471
  Batch [370/1299] D_loss: -0.3708, G_loss: 1.1541
  Batch [380/1299] D_loss: -0.7716, G_loss: 1.0334
  Batch [390/1299] D_loss: -0.1755, G_loss: -2.1277
  Batch [400/1299] D_loss: -0.5250, G_loss: -2.1493
  Batch [410/1299] D_loss: -0.4519, G_loss: -0.3303
  Batch [420/1299] D_loss: -0.4875, G_loss: 1.7602
  Batch [430/1299] D_loss: -0.2535, G_loss: 1.5943
  Batch [440/1299] D_loss: -0.1627, G_loss: -1.1292
  Batch [450/1299] D_loss: -0.4425, G_loss: -0.9035
  Batch [460/1299] D_loss: -0.1997, G_loss: 1.2724
  Batch [470/1299] D_loss: -0.4055, G_loss: -0.8337
  Batch [480/1299] D_loss: -0.5320, G_loss: -1.0510
  Batch [490/1299] D_loss: -0.2544, G_loss: -0.6972
  Batch [500/1299] D_loss: -0.0616, G_loss: -1.2177
  Batch [510/1299] D_loss: -0.4550, G_loss: 1.1441
  Batch [520/1299] D_loss: -0.2019, G_loss: 1.4610
  Batch [530/1299] D_loss: -0.1406, G_loss: -0.2464
  Batch [540/1299] D_loss: -0.5970, G_loss: -0.0472
  Batch [550/1299] D_loss: -0.2986, G_loss: 0.0918
  Batch [560/1299] D_loss: -0.6787, G_loss: 0.4051
  Batch [570/1299] D_loss: -0.3175, G_loss: 0.6987
  Batch [580/1299] D_loss: -0.2822, G_loss: -0.8409
  Batch [590/1299] D_loss: -0.7248, G_loss: -0.2916
  Batch [600/1299] D_loss: -0.2192, G_loss: 0.5921
  Batch [610/1299] D_loss: -0.1974, G_loss: 0.3215
  Batch [620/1299] D_loss: -0.3398, G_loss: -0.1021
  Batch [630/1299] D_loss: -0.3434, G_loss: -0.0069
  Batch [640/1299] D_loss: 0.0690, G_loss: 0.2934
  Batch [650/1299] D_loss: -0.2780, G_loss: 0.2089
  Batch [660/1299] D_loss: -1.3382, G_loss: 0.8987
  Batch [670/1299] D_loss: -0.0860, G_loss: -0.7372
  Batch [680/1299] D_loss: -0.0091, G_loss: 0.4310
  Batch [690/1299] D_loss: -0.2811, G_loss: 1.3056
  Batch [700/1299] D_loss: -0.4080, G_loss: 0.8123
  Batch [710/1299] D_loss: -0.3533, G_loss: 0.6002
  Batch [720/1299] D_loss: -0.2368, G_loss: -1.3310
  Batch [730/1299] D_loss: -0.3388, G_loss: -0.5698
  Batch [740/1299] D_loss: -0.3649, G_loss: -0.3427
  Batch [750/1299] D_loss: 0.0029, G_loss: 0.7611
  Batch [760/1299] D_loss: -0.2890, G_loss: 1.1084
  Batch [770/1299] D_loss: -0.5214, G_loss: -1.5509
  Batch [780/1299] D_loss: -0.2377, G_loss: 0.5454
  Batch [790/1299] D_loss: -0.0275, G_loss: 0.5099
  Batch [800/1299] D_loss: -1.1559, G_loss: 1.5205
  Batch [810/1299] D_loss: -0.2080, G_loss: -0.2005
  Batch [820/1299] D_loss: -0.1339, G_loss: -0.7980
  Batch [830/1299] D_loss: -0.3093, G_loss: -1.3620
  Batch [840/1299] D_loss: -0.3836, G_loss: 1.1629
  Batch [850/1299] D_loss: -0.4504, G_loss: 0.4173
  Batch [860/1299] D_loss: -0.2338, G_loss: 0.1436
  Batch [870/1299] D_loss: -0.5562, G_loss: -0.8949
  Batch [880/1299] D_loss: -0.3505, G_loss: -0.4637
  Batch [890/1299] D_loss: -0.7177, G_loss: 0.7854
  Batch [900/1299] D_loss: -0.1736, G_loss: -1.2970
  Batch [910/1299] D_loss: -0.3281, G_loss: 0.3660
  Batch [920/1299] D_loss: -0.6976, G_loss: -1.6924
  Batch [930/1299] D_loss: -0.3470, G_loss: 1.5713
  Batch [940/1299] D_loss: -0.4591, G_loss: -0.0987
  Batch [950/1299] D_loss: 0.0895, G_loss: 0.0179
  Batch [960/1299] D_loss: -0.3682, G_loss: -0.9986
  Batch [970/1299] D_loss: -0.1050, G_loss: -1.3604
  Batch [980/1299] D_loss: -0.4991, G_loss: 1.6200
  Batch [990/1299] D_loss: -0.2994, G_loss: 0.2246
  Batch [1000/1299] D_loss: -0.3931, G_loss: -0.6504
  Batch [1010/1299] D_loss: -0.1016, G_loss: -0.9533
  Batch [1020/1299] D_loss: -0.3288, G_loss: -0.4164
  Batch [1030/1299] D_loss: -0.4504, G_loss: -0.4178
  Batch [1040/1299] D_loss: -0.4081, G_loss: 0.1919
  Batch [1050/1299] D_loss: -0.2305, G_loss: -0.8601
  Batch [1060/1299] D_loss: -0.4214, G_loss: 0.9959
  Batch [1070/1299] D_loss: -0.1962, G_loss: 0.3370
  Batch [1080/1299] D_loss: -0.3753, G_loss: 0.1826
  Batch [1090/1299] D_loss: -0.3569, G_loss: -0.2124
  Batch [1100/1299] D_loss: -0.3017, G_loss: -0.3858
  Batch [1110/1299] D_loss: -0.5005, G_loss: -0.6526
  Batch [1120/1299] D_loss: -0.4640, G_loss: -0.1924
  Batch [1130/1299] D_loss: -0.2614, G_loss: -0.4705
  Batch [1140/1299] D_loss: -0.3924, G_loss: 0.6559
  Batch [1150/1299] D_loss: -0.3787, G_loss: -0.9020
  Batch [1160/1299] D_loss: -0.2921, G_loss: -0.0908
  Batch [1170/1299] D_loss: -0.4878, G_loss: 0.8051
  Batch [1180/1299] D_loss: -0.5366, G_loss: 0.4485
  Batch [1190/1299] D_loss: -0.2060, G_loss: 0.1324
  Batch [1200/1299] D_loss: -0.3168, G_loss: 0.8671
  Batch [1210/1299] D_loss: -0.3677, G_loss: 0.9853
  Batch [1220/1299] D_loss: -0.2986, G_loss: -0.2200
  Batch [1230/1299] D_loss: -0.1891, G_loss: -0.7961
  Batch [1240/1299] D_loss: -0.2170, G_loss: -0.1467
  Batch [1250/1299] D_loss: -0.3348, G_loss: 0.7362
  Batch [1260/1299] D_loss: -0.3598, G_loss: -0.3673
  Batch [1270/1299] D_loss: 0.0146, G_loss: -0.5096
  Batch [1280/1299] D_loss: -0.5831, G_loss: 1.6152
  Batch [1290/1299] D_loss: -0.4893, G_loss: 0.9022

Epoch 49 Summary:
  Average D_loss: -0.1824
  Average G_loss: 0.0004

Epoch [50/200]
  Batch [0/1299] D_loss: -0.5485, G_loss: 0.6821
  Batch [10/1299] D_loss: -0.2666, G_loss: 0.5425
  Batch [20/1299] D_loss: -0.3579, G_loss: 0.5280
  Batch [30/1299] D_loss: 0.0188, G_loss: -0.2177
  Batch [40/1299] D_loss: -0.1837, G_loss: 0.3948
  Batch [50/1299] D_loss: -0.3950, G_loss: 0.4374
  Batch [60/1299] D_loss: -0.4863, G_loss: -0.4702
  Batch [70/1299] D_loss: -0.0990, G_loss: -0.3759
  Batch [80/1299] D_loss: -0.2922, G_loss: -0.1117
  Batch [90/1299] D_loss: -0.2434, G_loss: -0.5334
  Batch [100/1299] D_loss: -0.0472, G_loss: 0.1380
  Batch [110/1299] D_loss: -0.3740, G_loss: -0.8427
  Batch [120/1299] D_loss: -0.2251, G_loss: 1.2375
  Batch [130/1299] D_loss: -0.1564, G_loss: -0.5925
  Batch [140/1299] D_loss: -0.2837, G_loss: 0.0430
  Batch [150/1299] D_loss: -0.1706, G_loss: -0.2398
  Batch [160/1299] D_loss: -0.5424, G_loss: 0.5666
  Batch [170/1299] D_loss: -0.5738, G_loss: -1.2521
  Batch [180/1299] D_loss: -0.2352, G_loss: -0.8750
  Batch [190/1299] D_loss: -0.5632, G_loss: -0.5558
  Batch [200/1299] D_loss: -0.2519, G_loss: -0.7702
  Batch [210/1299] D_loss: -0.6215, G_loss: 0.5903
  Batch [220/1299] D_loss: -1.1919, G_loss: -1.4063
  Batch [230/1299] D_loss: -0.4776, G_loss: -0.4178
  Batch [240/1299] D_loss: -0.4445, G_loss: -0.0397
  Batch [250/1299] D_loss: -0.4177, G_loss: 0.7536
  Batch [260/1299] D_loss: -0.5356, G_loss: 0.7895
  Batch [270/1299] D_loss: -0.0327, G_loss: -0.3491
  Batch [280/1299] D_loss: -0.2879, G_loss: -0.0853
  Batch [290/1299] D_loss: -0.0920, G_loss: 0.9765
  Batch [300/1299] D_loss: -0.0367, G_loss: -0.0742
  Batch [310/1299] D_loss: -0.0255, G_loss: -1.1565
  Batch [320/1299] D_loss: -0.1062, G_loss: -0.8133
  Batch [330/1299] D_loss: -0.3796, G_loss: 0.2535
  Batch [340/1299] D_loss: -0.2316, G_loss: -0.0675
  Batch [350/1299] D_loss: -0.3644, G_loss: -0.3631
  Batch [360/1299] D_loss: -0.3215, G_loss: -0.1269
  Batch [370/1299] D_loss: -0.4911, G_loss: 0.6831
  Batch [380/1299] D_loss: -0.6650, G_loss: -1.3884
  Batch [390/1299] D_loss: -0.1090, G_loss: -2.2168
  Batch [400/1299] D_loss: -0.1102, G_loss: 0.4064
  Batch [410/1299] D_loss: -0.7186, G_loss: 1.9644
  Batch [420/1299] D_loss: -0.4423, G_loss: -0.9774
  Batch [430/1299] D_loss: -0.2304, G_loss: -0.4731
  Batch [440/1299] D_loss: -0.2680, G_loss: 0.3240
  Batch [450/1299] D_loss: -0.8287, G_loss: 1.1406
  Batch [460/1299] D_loss: -0.2148, G_loss: -0.7307
  Batch [470/1299] D_loss: -0.2285, G_loss: -0.4382
